customer_id,customer_name,segment,country,signup_date,lifetime_value
CUST-00046,Customer 46,SMB,US,2021-09-23 10:35:28,46385.17
CUST-00047,Customer 47,Corporate,US,2024-07-07 03:36:34,2536.59
CUST-00048,Customer 48,Corporate,DE,2020-01-09 05:32:36,18694.82
CUST-00049,Customer 49,Consumer,US,2023-05-01 16:39:46,37008.09
CUST-00050,Customer 50,Corporate,FR,2023-11-08 17:01:29,15268.27
CUST-00051,Customer 51,SMB,UK,2021-10-29 20:03:25,37671.05
CUST-00052,Customer 52,SMB,UK,2024-09-23 10:31:59,47526.35
CUST-00053,Customer 53,Consumer,DE,2022-02-23 13:14:39,29468.0
CUST-00054,Customer 54,Consumer,FR,2022-10-01 02:36:13,12608.22
CUST-00055,Customer 55,Consumer,FR,2020-08-26 06:15:58,29797.3
CUST-00056,Customer 56,SMB,UK,2022-12-30 07:46:50,15235.3
CUST-00057,Customer 57,Consumer,CA,2020-08-31 18:56:34,8552.18
CUST-00058,Customer 58,SMB,CA,2024-11-08 22:07:28,39652.83
CUST-00059,Customer 59,SMB,US,2022-12-09 07:27:15,33179.01
CUST-00060,Customer 60,Consumer,US,2024-07-03 09:38:50,42515.55
CUST-00061,Customer 61,Corporate,US,2022-01-21 17:05:04,43614.31
CUST-00062,Customer 62,Consumer,FR,2020-06-14 13:29:11,17896.75
CUST-00063,Customer 63,SMB,UK,2023-04-06 23:42:30,5714.99
CUST-00064,Customer 64,Corporate,FR,2021-08-21 12:05:33,23627.41
CUST-00065,Customer 65,Consumer,DE,2024-01-14 07:41:35,17791.1
CUST-00066,Customer 66,Corporate,UK,2022-03-25 16:27:42,31701.6
CUST-00067,Customer 67,SMB,UK,2022-06-19 12:52:04,42164.61
CUST-00068,Customer 68,Consumer,UK,2021-01-24 05:29:13,30615.42
CUST-00069,Customer 69,Consumer,UK,2022-12-28 09:49:57,637.71
CUST-00070,Customer 70,Corporate,US,2023-08-19 07:50:08,30210.92
CUST-00071,Customer 71,Consumer,UK,2020-07-20 04:11:02,6542.18
CUST-00072,Customer 72,Corporate,FR,2021-12-14 15:48:33,15902.58
CUST-00073,Customer 73,Corporate,UK,2023-07-15 12:43:17,12090.63
CUST-00074,Customer 74,SMB,DE,2024-08-29 21:00:22,25191.58
CUST-00075,Customer 75,Consumer,CA,2022-08-11 09:53:14,39384.45
CUST-00076,Customer 76,Corporate,FR,2024-01-27 04:21:47,2004.28
CUST-00077,Customer 77,Corporate,FR,2024-02-04 14:03:15,2980.81
CUST-00078,Customer 78,Corporate,FR,2020-10-31 22:00:42,47958.88
CUST-00079,Customer 79,Corporate,US,2022-12-22 07:40:22,22029.18
CUST-00080,Customer 80,SMB,DE,2022-10-02 17:27:10,37036.97
CUST-00081,Customer 81,Consumer,UK,2021-10-18 18:50:15,43811.93
CUST-00082,Customer 82,Consumer,DE,2024-11-30 00:25:42,19148.78
CUST-00083,Customer 83,SMB,UK,2020-01-15 08:13:18,27453.77
CUST-00084,Customer 84,Consumer,US,2022-04-26 07:33:39,43292.08
CUST-00085,Customer 85,SMB,CA,2020-05-22 14:58:54,30016.2
CUST-00086,Customer 86,Consumer,US,2021-05-16 12:29:59,9501.04
CUST-00087,Customer 87,Corporate,DE,2021-03-03 01:31:18,29981.6
CUST-00088,Customer 88,SMB,US,2021-11-29 22:43:10,48315.14
CUST-00089,Customer 89,Consumer,DE,2021-10-13 23:59:33,49317.35
CUST-00090,Customer 90,Corporate,DE,2024-05-14 15:55:11,45436.61
CUST-00091,Customer 91,SMB,DE,2020-11-22 13:06:05,36124.54
CUST-00092,Customer 92,Corporate,US,2023-07-03 17:01:06,44110.04
CUST-00093,Customer 93,SMB,CA,2021-05-14 11:05:18,20570.63
CUST-00094,Customer 94,SMB,UK,2020-12-29 15:18:33,17152.85
CUST-00095,Customer 95,SMB,CA,2024-11-20 22:17:23,49748.49
CUST-00096,Customer 96,Corporate,UK,2022-06-02 16:50:03,44119.51
CUST-00097,Customer 97,Consumer,US,2023-10-24 11:56:23,5817.82
CUST-00098,Customer 98,Consumer,DE,2023-11-21 08:13:51,40524.06
CUST-00099,Customer 99,SMB,UK,2021-12-16 15:41:09,705.19
CUST-00100,Customer 100,SMB,UK,2024-03-02 12:54:26,21380.16
CUST-00101,Customer 101,Consumer,US,2022-03-18 16:45:57,4303.43
CUST-00102,Customer 102,Consumer,FR,2021-07-05 01:29:46,18482.59
CUST-00103,Customer 103,Consumer,UK,2020-12-04 18:30:48,40528.18
CUST-00104,Customer 104,SMB,US,2022-08-23 23:46:59,7588.02
CUST-00105,Customer 105,Consumer,CA,2024-03-13 12:16:07,17651.46
CUST-00106,Customer 106,Consumer,FR,2022-01-29 23:43:48,12841.42
CUST-00107,Customer 107,Corporate,CA,2020-01-10 05:08:48,6588.21
CUST-00108,Customer 108,SMB,DE,2021-11-25 19:27:14,48461.39
CUST-00109,Customer 109,Consumer,DE,2022-06-28 19:47:12,21765.05
CUST-00110,Customer 110,Corporate,UK,2023-07-12 12:30:02,1188.18
CUST-00111,Customer 111,Corporate,CA,2021-10-20 05:52:10,33909.11
CUST-00112,Customer 112,SMB,FR,2020-11-19 20:17:02,26291.44
CUST-00113,Customer 113,Consumer,CA,2021-07-17 12:20:15,41008.52
CUST-00114,Customer 114,Consumer,US,2023-10-25 13:31:10,18246.49
CUST-00115,Customer 115,SMB,CA,2021-01-12 09:39:09,45530.82
CUST-00116,Customer 116,Corporate,UK,2024-08-14 22:27:40,1491.38
CUST-00117,Customer 117,SMB,CA,2022-02-06 00:19:48,26261.28
CUST-00118,Customer 118,Corporate,US,2021-08-10 00:57:11,24489.66
CUST-00119,Customer 119,Consumer,FR,2022-11-02 15:38:54,688.97
CUST-00120,Customer 120,SMB,DE,2024-02-15 07:57:20,3260.15
CUST-00121,Customer 121,SMB,US,2020-03-17 22:52:21,14460.78
CUST-00122,Customer 122,Consumer,US,2022-11-11 13:38:30,28780.56
CUST-00123,Customer 123,Corporate,DE,2021-11-23 04:27:14,10405.91
CUST-00124,Customer 124,Corporate,CA,2024-11-08 09:17:50,9280.21
CUST-00125,Customer 125,SMB,UK,2023-10-12 17:01:45,6878.02
CUST-00126,Customer 126,Corporate,FR,2020-12-20 16:30:03,46402.9
CUST-00127,Customer 127,Corporate,CA,2021-10-01 12:13:43,28279.06
CUST-00128,Customer 128,Consumer,DE,2021-03-04 19:16:38,12390.31
CUST-00129,Customer 129,Corporate,UK,2021-09-22 14:40:03,48563.64
CUST-00130,Customer 130,Consumer,FR,2021-03-06 18:19:44,20477.28
CUST-00131,Customer 131,Corporate,UK,2024-02-14 15:15:09,5696.9
CUST-00132,Customer 132,Consumer,DE,2022-05-25 06:27:58,25601.22
CUST-00133,Customer 133,SMB,UK,2023-08-24 03:04:12,21807.72
CUST-00134,Customer 134,SMB,FR,2022-10-11 21:35:44,30918.31
CUST-00135,Customer 135,SMB,CA,2023-04-13 06:29:36,34984.88
CUST-00136,Customer 136,Corporate,DE,2020-04-17 04:44:20,17365.31
CUST-00137,Customer 137,SMB,UK,2020-05-28 20:09:25,8642.13
CUST-00138,Customer 138,SMB,DE,2022-09-06 22:56:33,20736.74
CUST-00139,Customer 139,Consumer,FR,2020-10-05 13:05:33,25294.16
CUST-00140,Customer 140,Consumer,FR,2022-02-11 01:16:59,23369.23
CUST-00141,Customer 141,SMB,CA,2020-09-08 22:11:05,1789.09
CUST-00142,Customer 142,SMB,FR,2022-08-11 06:12:57,39733.4
CUST-00143,Customer 143,Corporate,CA,2022-10-27 07:57:30,17224.04
CUST-00144,Customer 144,Corporate,US,2023-09-04 00:43:04,14716.89
CUST-00145,Customer 145,Corporate,CA,2023-12-06 09:59:49,10749.83
CUST-00146,Customer 146,Corporate,UK,2023-12-08 12:09:21,29185.58
CUST-00147,Customer 147,Consumer,US,2023-02-18 13:21:16,29495.17
CUST-00148,Customer 148,Corporate,FR,2020-11-01 14:06:59,21600.41
CUST-00149,Customer 149,SMB,UK,2020-01-27 22:29:43,33666.19
CUST-00150,Customer 150,Consumer,UK,2022-02-13 13:53:33,2005.15
CUST-00151,Customer 151,Consumer,UK,2021-02-09 04:19:29,40143.03
CUST-00152,Customer 152,Corporate,FR,2021-02-12 00:15:13,12885.0
CUST-00153,Customer 153,Corporate,FR,2023-10-13 02:38:59,23485.82
CUST-00154,Customer 154,Consumer,UK,2022-09-16 04:53:39,37276.95
CUST-00155,Customer 155,SMB,US,2020-10-16 18:28:24,8788.25
CUST-00156,Customer 156,SMB,UK,2020-05-15 23:42:38,45149.07
CUST-00157,Customer 157,SMB,FR,2023-07-06 19:12:06,6873.27
CUST-00158,Customer 158,Corporate,FR,2021-03-02 21:17:26,40658.12
CUST-00159,Customer 159,SMB,CA,2022-10-07 23:49:16,19994.84
CUST-00160,Customer 160,SMB,DE,2022-12-29 20:49:34,8291.11
CUST-00161,Customer 161,Consumer,US,2024-09-22 00:49:25,43489.87
CUST-00162,Customer 162,Corporate,CA,2020-06-07 14:34:54,36643.61
CUST-00163,Customer 163,SMB,DE,2021-04-21 17:03:25,11557.96
CUST-00164,Customer 164,SMB,FR,2021-11-02 07:06:42,33294.63
CUST-00165,Customer 165,Corporate,DE,2023-09-02 05:18:26,7881.8
CUST-00166,Customer 166,SMB,FR,2020-02-24 14:43:23,48778.51
CUST-00167,Customer 167,Consumer,UK,2024-03-11 07:29:08,27473.24
CUST-00168,Customer 168,SMB,US,2023-12-12 20:57:24,7604.84
CUST-00169,Customer 169,SMB,FR,2021-05-03 18:33:34,3399.32
CUST-00170,Customer 170,SMB,FR,2020-02-24 09:49:38,31500.17
CUST-00171,Customer 171,Consumer,FR,2022-10-24 07:25:52,32267.31
CUST-00172,Customer 172,Consumer,DE,2024-12-01 05:23:59,48948.41
CUST-00173,Customer 173,SMB,FR,2021-01-12 10:54:18,24886.74
CUST-00174,Customer 174,SMB,UK,2020-10-04 19:52:13,17023.93
CUST-00175,Customer 175,SMB,CA,2020-12-04 15:51:14,35534.4
CUST-00176,Customer 176,Consumer,CA,2022-08-19 11:29:57,40134.79
CUST-00177,Customer 177,Consumer,CA,2021-02-10 20:48:37,34354.89
CUST-00178,Customer 178,Corporate,FR,2022-11-03 16:36:35,37191.58
CUST-00179,Customer 179,SMB,UK,2022-06-24 17:14:26,34646.2
CUST-00180,Customer 180,SMB,DE,2023-11-22 22:59:07,8771.56
CUST-00181,Customer 181,Consumer,US,2024-02-04 18:27:55,40549.41
CUST-00182,Customer 182,Corporate,DE,2023-06-26 10:38:32,31320.49
CUST-00183,Customer 183,SMB,FR,2020-01-17 09:19:06,19637.04
CUST-00184,Customer 184,SMB,UK,2020-03-11 10:17:23,33188.78
CUST-00185,Customer 185,Corporate,US,2021-07-13 04:34:06,42352.39
CUST-00186,Customer 186,Corporate,FR,2023-09-27 01:16:06,43126.27
CUST-00187,Customer 187,Consumer,UK,2020-12-10 18:58:07,16757.14
CUST-00188,Customer 188,Consumer,DE,2022-10-27 10:20:20,5991.66
CUST-00189,Customer 189,SMB,UK,2021-04-16 17:55:30,11240.97
CUST-00190,Customer 190,Corporate,UK,2020-02-15 08:31:36,30385.52
CUST-00191,Customer 191,Corporate,DE,2020-01-19 05:04:51,25874.2
CUST-00192,Customer 192,Consumer,CA,2023-04-18 23:39:37,24764.35
CUST-00193,Customer 193,SMB,US,2024-10-29 17:45:47,15236.27
CUST-00194,Customer 194,Corporate,DE,2021-10-14 23:32:02,3876.25
CUST-00195,Customer 195,SMB,US,2022-09-19 02:50:54,15119.21
CUST-00196,Customer 196,Consumer,FR,2022-09-04 10:28:40,34625.74
CUST-00197,Customer 197,SMB,FR,2020-11-04 21:21:25,31137.26
CUST-00198,Customer 198,Consumer,CA,2023-12-22 03:55:01,13903.59
CUST-00199,Customer 199,SMB,CA,2024-12-31 12:35:27,38618.8
CUST-00200,Customer 200,Corporate,DE,2020-02-06 08:58:23,47954.26
CUST-00201,Customer 201,SMB,DE,2021-12-20 22:36:05,12702.69
CUST-00202,Customer 202,Corporate,US,2023-02-07 04:43:35,39355.05
CUST-00203,Customer 203,Corporate,DE,2023-08-24 08:57:35,39343.24
CUST-00204,Customer 204,Corporate,CA,2024-04-13 00:01:55,26768.43
CUST-00205,Customer 205,Consumer,CA,2022-05-14 18:25:25,600.37
CUST-00206,Customer 206,Corporate,CA,2023-03-13 07:35:25,14783.67
CUST-00207,Customer 207,SMB,US,2021-11-22 01:11:51,2051.87
CUST-00208,Customer 208,Consumer,DE,2022-07-12 08:15:16,20491.35
CUST-00209,Customer 209,Corporate,DE,2020-04-15 08:34:46,28493.44
CUST-00210,Customer 210,Corporate,US,2020-11-09 07:16:25,21940.89
CUST-00211,Customer 211,Consumer,US,2021-02-09 07:47:55,34729.12
CUST-00212,Customer 212,Consumer,UK,2023-12-13 07:50:30,11832.41
CUST-00213,Customer 213,Corporate,US,2023-10-23 06:58:14,3994.09
CUST-00214,Customer 214,Consumer,DE,2024-12-16 12:48:17,8529.77
CUST-00215,Customer 215,Corporate,DE,2024-10-13 11:49:38,13439.96
CUST-00216,Customer 216,Corporate,CA,2023-02-18 06:53:10,12240.21
CUST-00217,Customer 217,Corporate,CA,2021-12-18 23:15:09,25719.31
CUST-00218,Customer 218,Consumer,UK,2024-01-27 16:42:50,44915.31
CUST-00219,Customer 219,SMB,US,2022-11-02 04:07:16,17891.36
CUST-00220,Customer 220,SMB,FR,2020-03-22 21:17:13,4310.54
CUST-00221,Customer 221,Consumer,UK,2021-08-13 07:57:17,41016.77
CUST-00222,Customer 222,Consumer,US,2020-01-18 04:54:04,906.69
CUST-00223,Customer 223,SMB,DE,2020-07-19 00:04:12,25824.91
CUST-00224,Customer 224,Consumer,UK,2022-05-31 20:35:35,40471.76
CUST-00225,Customer 225,SMB,UK,2022-01-14 23:31:03,28365.44
CUST-00226,Customer 226,Corporate,US,2020-05-20 11:49:24,46515.13
CUST-00227,Customer 227,Consumer,DE,2020-10-20 17:45:50,1596.2
CUST-00228,Customer 228,Corporate,US,2021-09-03 19:38:44,47096.03
CUST-00229,Customer 229,SMB,DE,2024-01-12 22:50:04,37510.68
CUST-00230,Customer 230,Consumer,DE,2020-02-28 14:52:05,16445.01
CUST-00231,Customer 231,Corporate,CA,2020-06-07 08:33:22,31420.29
CUST-00232,Customer 232,Corporate,FR,2024-03-19 05:53:09,28142.96
CUST-00233,Customer 233,Consumer,CA,2023-04-03 02:19:14,45532.36
CUST-00234,Customer 234,Corporate,UK,2021-11-27 13:37:25,20699.08
CUST-00235,Customer 235,Consumer,UK,2022-08-29 14:53:13,5064.15
CUST-00236,Customer 236,Corporate,US,2024-03-06 04:48:23,3527.83
CUST-00237,Customer 237,Corporate,US,2020-01-26 05:51:16,20741.49
CUST-00238,Customer 238,Corporate,US,2021-03-23 04:18:59,49285.78
CUST-00239,Customer 239,SMB,CA,2024-07-29 19:30:53,30982.78
CUST-00240,Customer 240,Consumer,DE,2023-06-04 07:14:37,37116.24
CUST-00241,Customer 241,Corporate,FR,2021-01-17 03:05:32,48128.85
CUST-00242,Customer 242,Consumer,UK,2023-12-29 03:18:22,33189.98
CUST-00243,Customer 243,Corporate,UK,2021-11-22 01:56:33,30137.38
CUST-00244,Customer 244,SMB,US,2020-12-10 23:13:05,9503.3
CUST-00245,Customer 245,SMB,CA,2023-04-22 21:44:32,14549.37
CUST-00246,Customer 246,SMB,US,2024-09-04 02:45:58,44008.35
CUST-00247,Customer 247,SMB,CA,2024-05-23 00:33:43,25436.49
CUST-00248,Customer 248,Consumer,DE,2023-08-18 00:57:41,43195.83
CUST-00249,Customer 249,SMB,US,2024-03-09 07:38:59,888.78
CUST-00250,Customer 250,SMB,DE,2024-09-17 13:29:57,25349.65
CUST-00251,Customer 251,SMB,UK,2024-12-24 04:48:52,15832.8
CUST-00252,Customer 252,SMB,UK,2023-11-29 18:40:03,14096.4
CUST-00253,Customer 253,SMB,UK,2020-02-23 09:50:36,43062.92
CUST-00254,Customer 254,Consumer,DE,2024-11-14 07:21:14,41926.87
CUST-00255,Customer 255,SMB,US,2020-02-13 21:20:55,44811.15
CUST-00256,Customer 256,SMB,CA,2023-10-23 10:48:32,21531.55
CUST-00257,Customer 257,SMB,CA,2020-02-02 14:31:49,48083.0
CUST-00258,Customer 258,Consumer,US,2020-10-22 16:26:44,16100.12
CUST-00259,Customer 259,Consumer,FR,2020-08-12 14:14:12,49459.13
CUST-00260,Customer 260,SMB,CA,2022-10-05 08:37:18,37881.27
CUST-00261,Customer 261,SMB,CA,2023-10-07 06:54:40,32751.77
CUST-00262,Customer 262,Corporate,US,2023-10-10 15:48:00,44563.54
CUST-00263,Customer 263,Consumer,US,2023-12-18 04:20:59,31617.28
CUST-00264,Customer 264,Consumer,US,2023-07-18 01:26:07,21055.39
CUST-00265,Customer 265,Corporate,FR,2023-04-13 14:42:16,18130.21
CUST-00266,Customer 266,Corporate,DE,2020-06-22 16:54:00,7119.45
CUST-00267,Customer 267,SMB,UK,2023-09-12 05:45:36,24085.91
CUST-00268,Customer 268,SMB,DE,2020-04-20 20:33:21,39497.86
CUST-00269,Customer 269,Corporate,DE,2023-08-15 21:56:09,6971.34
CUST-00270,Customer 270,Consumer,US,2020-10-27 17:18:09,46377.63
CUST-00271,Customer 271,Consumer,US,2022-06-04 22:57:30,11093.68
CUST-00272,Customer 272,SMB,US,2022-12-12 18:14:57,48037.55
CUST-00273,Customer 273,Consumer,UK,2024-01-14 10:09:09,22891.43
CUST-00274,Customer 274,Consumer,DE,2021-08-07 19:44:06,7016.81
CUST-00275,Customer 275,Corporate,UK,2024-07-14 00:17:34,5694.5
CUST-00276,Customer 276,SMB,CA,2020-03-07 11:53:58,33143.97
CUST-00277,Customer 277,Consumer,DE,2023-03-23 22:54:31,40561.48
CUST-00278,Customer 278,Consumer,UK,2024-12-13 10:43:24,2960.75
CUST-00279,Customer 279,SMB,UK,2022-11-30 03:53:06,45793.51
CUST-00280,Customer 280,Consumer,FR,2021-08-30 03:44:36,2021.72
CUST-00281,Customer 281,SMB,UK,2024-05-12 13:19:48,27296.22
CUST-00282,Customer 282,Corporate,UK,2021-01-05 08:37:09,25829.15
CUST-00283,Customer 283,SMB,FR,2023-11-02 23:20:43,40295.45
CUST-00284,Customer 284,Corporate,UK,2022-10-08 15:38:43,29136.89
CUST-00285,Customer 285,Consumer,DE,2020-05-26 02:41:59,16911.7
CUST-00286,Customer 286,Corporate,US,2020-06-29 21:00:21,29057.91
CUST-00287,Customer 287,Consumer,DE,2022-07-27 06:39:41,47566.57
CUST-00288,Customer 288,Corporate,US,2021-01-28 03:53:33,6223.66
CUST-00289,Customer 289,SMB,FR,2023-08-09 20:32:39,32870.06
CUST-00290,Customer 290,Consumer,UK,2023-03-23 10:11:46,8489.9
CUST-00291,Customer 291,Consumer,FR,2021-08-12 20:36:02,10307.32
CUST-00292,Customer 292,Corporate,FR,2024-04-14 01:31:01,48627.76
CUST-00293,Customer 293,SMB,FR,2022-08-21 18:13:49,41316.11
CUST-00294,Customer 294,SMB,DE,2022-11-04 19:59:34,45564.65
CUST-00295,Customer 295,Corporate,FR,2022-02-13 10:29:17,7681.95
CUST-00296,Customer 296,Corporate,UK,2020-09-13 20:07:56,20714.82
CUST-00297,Customer 297,SMB,CA,2023-07-28 00:03:18,38372.54
CUST-00298,Customer 298,Corporate,FR,2024-10-14 15:53:57,32446.78
CUST-00299,Customer 299,SMB,US,2023-01-01 23:49:46,7636.73
CUST-00300,Customer 300,Consumer,UK,2020-02-18 16:53:18,22013.58
CUST-00301,Customer 301,Consumer,UK,2024-05-01 02:17:38,12210.88
CUST-00302,Customer 302,SMB,CA,2021-08-04 02:58:19,16968.81
CUST-00303,Customer 303,Corporate,UK,2021-10-15 22:59:34,45659.46
CUST-00304,Customer 304,Corporate,UK,2020-06-11 11:50:20,12387.42
CUST-00305,Customer 305,Corporate,FR,2020-08-30 12:04:33,18862.55
CUST-00306,Customer 306,Consumer,CA,2024-11-09 16:42:58,25924.86
CUST-00307,Customer 307,Consumer,FR,2023-05-03 12:44:19,3642.39
CUST-00308,Customer 308,SMB,CA,2022-10-20 07:26:20,44448.93
CUST-00309,Customer 309,SMB,CA,2021-01-08 09:06:50,23267.76
CUST-00310,Customer 310,Corporate,FR,2023-04-03 09:26:04,18074.65
CUST-00311,Customer 311,Consumer,UK,2021-04-15 18:03:09,23927.93
CUST-00312,Customer 312,SMB,DE,2020-05-31 07:17:43,33777.97
CUST-00313,Customer 313,Corporate,FR,2024-03-04 19:52:22,30604.09
CUST-00314,Customer 314,SMB,CA,2024-05-20 21:48:51,28909.67
CUST-00315,Customer 315,Consumer,FR,2021-03-25 00:40:51,15324.02
CUST-00316,Customer 316,Consumer,UK,2021-12-28 23:39:27,21796.84
CUST-00317,Customer 317,Consumer,DE,2024-05-07 19:36:33,34894.24
CUST-00318,Customer 318,Consumer,UK,2023-05-09 10:19:08,43696.13
CUST-00319,Customer 319,SMB,CA,2024-02-06 12:39:49,6919.84
CUST-00320,Customer 320,Corporate,CA,2021-12-27 10:32:09,41987.07
CUST-00321,Customer 321,Consumer,CA,2024-10-28 16:48:09,39858.08
CUST-00322,Customer 322,Corporate,CA,2023-02-28 13:25:14,37148.13
CUST-00323,Customer 323,Consumer,DE,2021-02-22 03:59:03,23240.76
CUST-00324,Customer 324,SMB,DE,2024-07-19 16:26:56,28228.22
CUST-00325,Customer 325,Consumer,CA,2022-06-30 07:00:49,23967.03
CUST-00326,Customer 326,SMB,FR,2020-12-27 00:54:07,25609.54
CUST-00327,Customer 327,Consumer,US,2023-01-13 19:05:37,30866.57
CUST-00328,Customer 328,Consumer,FR,2024-10-30 03:40:36,24702.49
CUST-00329,Customer 329,SMB,FR,2024-10-30 15:56:56,27850.94
CUST-00330,Customer 330,Corporate,CA,2023-06-20 10:56:45,33127.68
CUST-00331,Customer 331,Corporate,DE,2024-04-09 05:08:02,13657.47
CUST-00332,Customer 332,Consumer,DE,2023-04-18 13:11:46,35787.33
CUST-00333,Customer 333,Consumer,FR,2021-08-09 02:25:54,48517.18
CUST-00334,Customer 334,Corporate,FR,2022-06-09 23:23:51,9883.72
CUST-00335,Customer 335,SMB,FR,2020-01-01 09:22:49,45932.82
CUST-00336,Customer 336,Consumer,CA,2020-12-01 13:26:40,21250.91
CUST-00337,Customer 337,SMB,UK,2024-09-17 15:08:34,45796.05
CUST-00338,Customer 338,Corporate,US,2023-07-26 02:47:54,21025.81
CUST-00339,Customer 339,Consumer,CA,2022-04-17 02:22:19,35743.39
CUST-00340,Customer 340,Corporate,US,2021-03-07 20:55:16,27931.49
CUST-00341,Customer 341,Corporate,UK,2023-09-28 14:38:51,37516.66
CUST-00342,Customer 342,SMB,UK,2022-09-17 02:28:16,35102.63
CUST-00343,Customer 343,SMB,CA,2021-12-16 23:48:43,47955.95
CUST-00344,Customer 344,SMB,DE,2023-12-01 00:34:24,14523.37
CUST-00345,Customer 345,SMB,DE,2023-07-04 03:27:47,46507.78
CUST-00346,Customer 346,Consumer,US,2020-09-29 06:25:28,12690.91
CUST-00347,Customer 347,Consumer,DE,2024-01-10 12:12:03,39341.82
CUST-00348,Customer 348,Consumer,FR,2022-10-15 12:16:50,24535.76
CUST-00349,Customer 349,SMB,FR,2020-01-18 04:55:55,3697.75
CUST-00350,Customer 350,Corporate,UK,2024-07-17 02:34:29,1824.41
CUST-00351,Customer 351,Consumer,CA,2022-01-28 23:34:12,26067.06
CUST-00352,Customer 352,SMB,DE,2020-09-24 12:29:44,1833.08
CUST-00353,Customer 353,Consumer,UK,2022-05-03 05:28:05,47324.67
CUST-00354,Customer 354,Consumer,FR,2024-04-22 00:47:23,8337.65
CUST-00355,Customer 355,Consumer,DE,2024-02-07 06:35:12,24304.41
CUST-00356,Customer 356,SMB,DE,2021-03-27 03:04:19,18934.66
CUST-00357,Customer 357,Consumer,CA,2022-04-28 11:53:21,26274.74
CUST-00358,Customer 358,Corporate,DE,2021-08-07 16:28:33,10501.66
CUST-00359,Customer 359,Consumer,DE,2020-12-09 08:42:59,43330.53
CUST-00360,Customer 360,SMB,CA,2023-02-05 17:40:56,738.33
CUST-00361,Customer 361,SMB,US,2022-08-31 07:59:37,28620.06
CUST-00362,Customer 362,Consumer,DE,2024-10-06 15:36:23,17430.38
