order_id,customer_id,order_date,order_status,order_total,currency,sales_channel,shipping_method,country,promo_code,created_timestamp
ORD-000059,CUST-01237,2024-03-06 06:06:09,DELIVERED,1704.14,EUR,ONLINE,OVERNIGHT,FR,,2025-12-08 01:51:51.482730
ORD-000060,CUST-00542,2025-09-28 09:11:48,PROCESSING,419.03,GBP,DISTRIBUTOR,STANDARD,CA,,2025-12-08 01:51:51.482730
ORD-000061,CUST-01653,2023-05-11 21:01:11,PROCESSING,1870.18,USD,DISTRIBUTOR,EXPRESS,FR,,2025-12-08 01:51:51.482730
ORD-000062,CUST-00089,2024-01-21 12:20:14,DELIVERED,1384.39,GBP,STORE,OVERNIGHT,FR,,2025-12-08 01:51:51.482730
ORD-000063,CUST-01495,2025-05-09 16:07:18,CANCELLED,1650.08,EUR,STORE,EXPRESS,DE,,2025-12-08 01:51:51.482731
ORD-000064,CUST-00941,2025-07-22 14:52:08,PROCESSING,1121.26,EUR,ONLINE,OVERNIGHT,US,,2025-12-08 01:51:51.482731
ORD-000065,CUST-01099,2025-07-21 01:54:52,PROCESSING,1563.44,EUR,DISTRIBUTOR,OVERNIGHT,UK,,2025-12-08 01:51:51.482731
ORD-000066,CUST-00256,2025-08-01 20:42:45,DELIVERED,52.08,EUR,STORE,OVERNIGHT,FR,,2025-12-08 01:51:51.482731
ORD-000067,CUST-01993,2024-03-18 14:37:03,PROCESSING,1640.39,GBP,STORE,STANDARD,FR,SPRING20,2025-12-08 01:51:51.482732
ORD-000068,CUST-01889,2023-02-11 16:05:10,PROCESSING,99.47,USD,ONLINE,STANDARD,DE,,2025-12-08 01:51:51.482732
ORD-000069,CUST-00776,2025-10-19 19:07:52,DELIVERED,1782.03,USD,ONLINE,OVERNIGHT,UK,,2025-12-08 01:51:51.482732
ORD-000070,CUST-00162,2024-04-13 14:18:08,DELIVERED,1984.09,EUR,ONLINE,STANDARD,DE,,2025-12-08 01:51:51.482732
ORD-000071,CUST-01131,2023-11-16 03:34:17,NEW,602.25,USD,ONLINE,EXPRESS,US,,2025-12-08 01:51:51.482732
ORD-000072,CUST-00601,2025-03-15 07:05:11,CANCELLED,436.43,EUR,STORE,STANDARD,DE,,2025-12-08 01:51:51.482733
ORD-000073,CUST-01699,2025-07-31 19:52:25,CANCELLED,1535.42,EUR,DISTRIBUTOR,STANDARD,UK,HOLIDAY10,2025-12-08 01:51:51.482733
ORD-000074,CUST-01288,2025-03-02 12:22:41,PROCESSING,520.99,USD,DISTRIBUTOR,EXPRESS,UK,SPRING20,2025-12-08 01:51:51.482733
ORD-000075,CUST-01267,2023-10-21 01:15:07,CANCELLED,1733.81,EUR,ONLINE,EXPRESS,FR,,2025-12-08 01:51:51.482733
ORD-000076,CUST-01814,2024-08-31 13:32:11,PROCESSING,223.63,USD,ONLINE,EXPRESS,US,,2025-12-08 01:51:51.482734
ORD-000077,CUST-01765,2024-04-04 02:36:22,NEW,269.39,EUR,STORE,OVERNIGHT,CA,,2025-12-08 01:51:51.482734
ORD-000078,CUST-00741,2025-09-30 18:57:19,DELIVERED,1958.72,USD,ONLINE,EXPRESS,FR,,2025-12-08 01:51:51.482734
ORD-000079,CUST-01183,2023-03-26 18:29:04,DELIVERED,1354.2,EUR,DISTRIBUTOR,EXPRESS,DE,SPRING20,2025-12-08 01:51:51.482735
ORD-000080,CUST-00394,2024-01-07 19:16:55,DELIVERED,1696.84,USD,ONLINE,EXPRESS,DE,HOLIDAY10,2025-12-08 01:51:51.482735
ORD-000081,CUST-01443,2025-02-07 18:45:05,CANCELLED,662.17,EUR,DISTRIBUTOR,OVERNIGHT,UK,SPRING20,2025-12-08 01:51:51.482735
ORD-000082,CUST-00143,2024-08-22 10:51:25,NEW,1359.44,EUR,ONLINE,STANDARD,UK,,2025-12-08 01:51:51.482735
ORD-000083,CUST-00094,2023-06-25 03:23:18,CANCELLED,1196.6,EUR,ONLINE,OVERNIGHT,UK,,2025-12-08 01:51:51.482735
ORD-000084,CUST-01355,2024-01-10 12:10:45,CANCELLED,1214.24,USD,DISTRIBUTOR,STANDARD,CA,,2025-12-08 01:51:51.482736
ORD-000085,CUST-00467,2025-02-15 01:47:13,NEW,1371.41,GBP,STORE,EXPRESS,CA,WELCOME5,2025-12-08 01:51:51.482736
ORD-000086,CUST-01584,2025-09-18 05:26:00,NEW,1159.21,EUR,STORE,OVERNIGHT,FR,,2025-12-08 01:51:51.482736
ORD-000087,CUST-00593,2025-07-11 15:18:24,NEW,869.54,EUR,ONLINE,OVERNIGHT,CA,,2025-12-08 01:51:51.482736
ORD-000088,CUST-00164,2023-04-21 07:31:09,NEW,566.33,USD,ONLINE,STANDARD,UK,,2025-12-08 01:51:51.482739
ORD-000089,CUST-01752,2025-03-31 15:56:53,DELIVERED,1541.79,EUR,DISTRIBUTOR,OVERNIGHT,FR,SPRING20,2025-12-08 01:51:51.482739
ORD-000090,CUST-00477,2023-01-19 17:53:26,SHIPPED,468.02,EUR,DISTRIBUTOR,OVERNIGHT,FR,WELCOME5,2025-12-08 01:51:51.482739
ORD-000091,CUST-01775,2024-07-14 22:43:00,SHIPPED,1390.86,EUR,ONLINE,STANDARD,US,,2025-12-08 01:51:51.482739
ORD-000092,CUST-00207,2024-05-06 14:57:20,NEW,482.0,EUR,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482740
ORD-000093,CUST-00779,2023-07-25 00:40:42,SHIPPED,1258.15,GBP,STORE,OVERNIGHT,DE,,2025-12-08 01:51:51.482740
ORD-000094,CUST-00570,2024-08-23 22:22:30,SHIPPED,1499.21,GBP,STORE,EXPRESS,DE,,2025-12-08 01:51:51.482740
ORD-000095,CUST-00929,2025-06-01 22:45:24,NEW,453.05,EUR,DISTRIBUTOR,EXPRESS,US,,2025-12-08 01:51:51.482740
ORD-000096,CUST-01302,2024-10-15 18:55:47,SHIPPED,138.69,EUR,DISTRIBUTOR,EXPRESS,UK,,2025-12-08 01:51:51.482741
ORD-000097,CUST-01709,2024-07-21 15:33:50,CANCELLED,279.33,EUR,DISTRIBUTOR,EXPRESS,US,,2025-12-08 01:51:51.482741
ORD-000098,CUST-00748,2025-04-28 17:38:10,PROCESSING,1219.87,GBP,STORE,EXPRESS,UK,SPRING20,2025-12-08 01:51:51.482741
ORD-000099,CUST-00334,2025-11-26 21:55:30,PROCESSING,1701.9,GBP,ONLINE,OVERNIGHT,CA,HOLIDAY10,2025-12-08 01:51:51.482741
ORD-000100,CUST-00759,2023-09-26 09:20:38,NEW,109.09,USD,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482742
ORD-000101,CUST-00728,2025-01-01 16:41:52,DELIVERED,1473.62,USD,DISTRIBUTOR,EXPRESS,FR,,2025-12-08 01:51:51.482742
ORD-000102,CUST-00430,2023-04-24 09:19:59,NEW,695.81,EUR,DISTRIBUTOR,STANDARD,FR,SPRING20,2025-12-08 01:51:51.482742
ORD-000103,CUST-01373,2023-01-26 22:13:33,DELIVERED,967.49,EUR,ONLINE,EXPRESS,FR,WELCOME5,2025-12-08 01:51:51.482742
ORD-000104,CUST-00547,2025-07-01 10:29:54,PROCESSING,1859.14,GBP,DISTRIBUTOR,OVERNIGHT,FR,SPRING20,2025-12-08 01:51:51.482743
ORD-000105,CUST-01438,2023-04-15 21:47:48,NEW,677.3,EUR,DISTRIBUTOR,STANDARD,DE,WELCOME5,2025-12-08 01:51:51.482743
ORD-000106,CUST-01919,2023-01-22 10:15:22,CANCELLED,941.37,EUR,STORE,EXPRESS,FR,SPRING20,2025-12-08 01:51:51.482743
ORD-000107,CUST-01400,2024-02-12 06:58:32,SHIPPED,47.09,GBP,DISTRIBUTOR,STANDARD,FR,,2025-12-08 01:51:51.482743
ORD-000108,CUST-01328,2023-12-02 03:28:47,DELIVERED,181.57,GBP,STORE,EXPRESS,FR,,2025-12-08 01:51:51.482743
ORD-000109,CUST-00147,2023-03-03 20:51:10,SHIPPED,532.01,GBP,ONLINE,OVERNIGHT,UK,,2025-12-08 01:51:51.482744
ORD-000110,CUST-01248,2023-04-04 22:26:32,SHIPPED,75.15,GBP,DISTRIBUTOR,EXPRESS,FR,,2025-12-08 01:51:51.482744
ORD-000111,CUST-01301,2024-09-10 05:35:03,NEW,1270.12,USD,DISTRIBUTOR,STANDARD,US,,2025-12-08 01:51:51.482744
ORD-000112,CUST-00351,2025-02-25 23:48:44,SHIPPED,864.27,GBP,STORE,OVERNIGHT,FR,,2025-12-08 01:51:51.482744
ORD-000113,CUST-01094,2024-03-21 01:02:21,CANCELLED,1105.33,GBP,ONLINE,EXPRESS,FR,,2025-12-08 01:51:51.482745
ORD-000114,CUST-01494,2025-09-03 10:48:50,SHIPPED,365.8,EUR,ONLINE,EXPRESS,DE,,2025-12-08 01:51:51.482745
ORD-000115,CUST-00502,2025-02-17 08:27:33,NEW,605.95,EUR,STORE,EXPRESS,FR,,2025-12-08 01:51:51.482745
ORD-000116,CUST-00335,2024-10-07 08:25:38,CANCELLED,1334.37,EUR,ONLINE,EXPRESS,UK,HOLIDAY10,2025-12-08 01:51:51.482745
ORD-000117,CUST-00947,2024-10-20 00:01:45,PROCESSING,1931.3,USD,ONLINE,OVERNIGHT,CA,,2025-12-08 01:51:51.482746
ORD-000118,CUST-00778,2024-09-16 21:59:20,SHIPPED,119.83,GBP,ONLINE,OVERNIGHT,FR,WELCOME5,2025-12-08 01:51:51.482746
ORD-000119,CUST-00553,2023-05-09 01:07:53,NEW,1782.96,GBP,ONLINE,EXPRESS,FR,SPRING20,2025-12-08 01:51:51.482746
ORD-000120,CUST-01896,2025-09-22 00:57:39,PROCESSING,1162.22,USD,ONLINE,OVERNIGHT,FR,,2025-12-08 01:51:51.482746
ORD-000121,CUST-01311,2025-04-13 12:35:10,PROCESSING,1136.56,GBP,ONLINE,STANDARD,DE,,2025-12-08 01:51:51.482746
ORD-000122,CUST-01410,2025-04-15 05:14:40,DELIVERED,1010.55,EUR,ONLINE,OVERNIGHT,CA,,2025-12-08 01:51:51.482747
ORD-000123,CUST-01141,2025-08-14 23:53:56,CANCELLED,157.4,USD,ONLINE,STANDARD,DE,,2025-12-08 01:51:51.482747
ORD-000124,CUST-00450,2023-08-26 04:20:22,SHIPPED,197.96,GBP,DISTRIBUTOR,STANDARD,DE,,2025-12-08 01:51:51.482747
ORD-000125,CUST-01403,2024-03-07 00:44:49,NEW,1209.81,USD,STORE,OVERNIGHT,DE,,2025-12-08 01:51:51.482747
ORD-000126,CUST-00665,2023-05-10 20:43:29,DELIVERED,695.1,USD,ONLINE,EXPRESS,UK,WELCOME5,2025-12-08 01:51:51.482748
ORD-000127,CUST-01727,2024-04-26 10:09:58,CANCELLED,1836.19,GBP,STORE,OVERNIGHT,CA,,2025-12-08 01:51:51.482748
ORD-000128,CUST-01574,2023-05-03 18:08:14,DELIVERED,825.05,EUR,ONLINE,STANDARD,UK,,2025-12-08 01:51:51.482748
ORD-000129,CUST-01590,2025-03-05 06:49:14,CANCELLED,303.7,GBP,ONLINE,STANDARD,UK,,2025-12-08 01:51:51.482748
ORD-000130,CUST-00115,2023-11-12 15:45:05,CANCELLED,1435.14,GBP,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482749
ORD-000131,CUST-00470,2023-08-30 08:52:45,SHIPPED,600.84,EUR,STORE,STANDARD,UK,,2025-12-08 01:51:51.482749
ORD-000132,CUST-01684,2025-04-13 06:04:30,CANCELLED,1060.43,GBP,STORE,OVERNIGHT,CA,,2025-12-08 01:51:51.482749
ORD-000133,CUST-00066,2024-05-22 14:08:02,DELIVERED,1401.71,GBP,DISTRIBUTOR,OVERNIGHT,FR,,2025-12-08 01:51:51.482749
ORD-000134,CUST-01649,2024-08-29 23:31:34,CANCELLED,1802.52,GBP,DISTRIBUTOR,EXPRESS,DE,,2025-12-08 01:51:51.482750
ORD-000135,CUST-00647,2025-06-29 23:57:43,SHIPPED,1588.54,USD,STORE,STANDARD,UK,SPRING20,2025-12-08 01:51:51.482750
ORD-000136,CUST-00822,2025-09-12 08:12:12,SHIPPED,1359.19,USD,ONLINE,OVERNIGHT,CA,,2025-12-08 01:51:51.482750
ORD-000137,CUST-00549,2025-10-06 11:46:25,DELIVERED,1365.67,USD,ONLINE,STANDARD,US,,2025-12-08 01:51:51.482750
ORD-000138,CUST-00136,2025-11-23 23:35:46,PROCESSING,1892.93,GBP,STORE,OVERNIGHT,UK,,2025-12-08 01:51:51.482750
ORD-000139,CUST-00433,2025-09-26 02:32:25,PROCESSING,605.73,EUR,ONLINE,OVERNIGHT,UK,HOLIDAY10,2025-12-08 01:51:51.482751
ORD-000140,CUST-01871,2023-04-13 16:56:56,CANCELLED,22.2,USD,DISTRIBUTOR,EXPRESS,CA,,2025-12-08 01:51:51.482751
ORD-000141,CUST-01932,2024-04-26 19:57:24,NEW,558.47,EUR,DISTRIBUTOR,OVERNIGHT,US,WELCOME5,2025-12-08 01:51:51.482751
ORD-000142,CUST-01162,2024-11-10 14:39:42,CANCELLED,451.42,GBP,DISTRIBUTOR,EXPRESS,US,,2025-12-08 01:51:51.482751
ORD-000143,CUST-01795,2024-01-06 17:02:48,DELIVERED,1330.43,USD,STORE,STANDARD,FR,WELCOME5,2025-12-08 01:51:51.482752
ORD-000144,CUST-01471,2023-03-31 22:53:24,DELIVERED,1274.75,GBP,STORE,EXPRESS,UK,SPRING20,2025-12-08 01:51:51.482752
ORD-000145,CUST-00645,2024-01-15 18:51:57,DELIVERED,1195.05,EUR,STORE,EXPRESS,DE,,2025-12-08 01:51:51.482752
ORD-000146,CUST-00436,2023-05-14 22:14:45,DELIVERED,52.16,USD,ONLINE,STANDARD,UK,,2025-12-08 01:51:51.482752
ORD-000147,CUST-01343,2024-11-05 22:43:20,DELIVERED,1462.98,USD,STORE,EXPRESS,DE,SPRING20,2025-12-08 01:51:51.482752
ORD-000148,CUST-01023,2023-06-30 04:17:35,SHIPPED,660.59,USD,STORE,EXPRESS,DE,HOLIDAY10,2025-12-08 01:51:51.482753
ORD-000149,CUST-00811,2024-12-05 06:55:38,PROCESSING,1336.81,USD,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482753
ORD-000150,CUST-01812,2025-08-09 04:04:44,DELIVERED,1122.03,EUR,ONLINE,EXPRESS,UK,HOLIDAY10,2025-12-08 01:51:51.482753
ORD-000151,CUST-01873,2025-08-03 18:55:02,NEW,698.61,USD,ONLINE,OVERNIGHT,CA,,2025-12-08 01:51:51.482753
ORD-000152,CUST-01317,2023-03-27 11:36:56,NEW,286.46,GBP,DISTRIBUTOR,EXPRESS,FR,SPRING20,2025-12-08 01:51:51.482754
ORD-000153,CUST-00940,2024-04-25 11:10:09,NEW,206.95,USD,ONLINE,STANDARD,DE,,2025-12-08 01:51:51.482754
ORD-000154,CUST-00293,2025-10-31 17:14:47,NEW,1666.41,EUR,STORE,STANDARD,US,HOLIDAY10,2025-12-08 01:51:51.482754
ORD-000155,CUST-00543,2025-10-19 05:58:12,SHIPPED,1838.43,USD,ONLINE,EXPRESS,DE,,2025-12-08 01:51:51.482754
ORD-000156,CUST-00286,2023-09-30 20:33:14,NEW,1306.58,EUR,DISTRIBUTOR,OVERNIGHT,FR,WELCOME5,2025-12-08 01:51:51.482755
ORD-000157,CUST-00506,2023-07-05 13:09:29,DELIVERED,224.8,EUR,ONLINE,EXPRESS,DE,,2025-12-08 01:51:51.482755
ORD-000158,CUST-01526,2023-01-20 16:11:03,CANCELLED,816.01,GBP,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482755
ORD-000159,CUST-01150,2023-08-02 03:37:35,NEW,1463.3,USD,STORE,EXPRESS,UK,,2025-12-08 01:51:51.482755
ORD-000160,CUST-01104,2023-01-18 15:10:52,SHIPPED,1564.05,USD,STORE,STANDARD,US,HOLIDAY10,2025-12-08 01:51:51.482755
ORD-000161,CUST-00539,2023-09-12 12:07:23,SHIPPED,254.07,USD,DISTRIBUTOR,STANDARD,CA,HOLIDAY10,2025-12-08 01:51:51.482756
ORD-000162,CUST-01530,2025-02-10 03:36:55,NEW,20.06,GBP,STORE,OVERNIGHT,UK,,2025-12-08 01:51:51.482756
ORD-000163,CUST-01198,2024-06-22 14:06:14,CANCELLED,1430.03,GBP,STORE,EXPRESS,US,,2025-12-08 01:51:51.482756
ORD-000164,CUST-00878,2025-03-23 11:03:11,NEW,726.06,EUR,ONLINE,OVERNIGHT,FR,WELCOME5,2025-12-08 01:51:51.482756
ORD-000165,CUST-01839,2025-03-14 11:27:54,SHIPPED,523.87,EUR,STORE,STANDARD,DE,,2025-12-08 01:51:51.482757
ORD-000166,CUST-01196,2024-02-07 17:25:38,PROCESSING,45.54,EUR,DISTRIBUTOR,OVERNIGHT,US,HOLIDAY10,2025-12-08 01:51:51.482757
ORD-000167,CUST-00818,2023-09-17 08:49:48,DELIVERED,1089.79,GBP,STORE,EXPRESS,FR,,2025-12-08 01:51:51.482757
ORD-000168,CUST-00742,2024-07-31 16:17:50,SHIPPED,1705.28,GBP,ONLINE,OVERNIGHT,UK,,2025-12-08 01:51:51.482757
ORD-000169,CUST-00450,2023-07-17 04:18:57,NEW,1916.11,GBP,DISTRIBUTOR,EXPRESS,US,WELCOME5,2025-12-08 01:51:51.482758
ORD-000170,CUST-00284,2024-02-22 12:15:58,DELIVERED,1140.18,EUR,STORE,EXPRESS,FR,,2025-12-08 01:51:51.482758
ORD-000171,CUST-01044,2023-07-03 09:28:24,NEW,1038.63,GBP,STORE,STANDARD,UK,,2025-12-08 01:51:51.482758
ORD-000172,CUST-01011,2023-02-15 14:28:49,NEW,188.41,EUR,STORE,EXPRESS,CA,,2025-12-08 01:51:51.482758
ORD-000173,CUST-00187,2024-06-04 10:06:58,PROCESSING,1106.77,EUR,DISTRIBUTOR,EXPRESS,DE,,2025-12-08 01:51:51.482758
ORD-000174,CUST-01548,2024-10-28 22:22:48,DELIVERED,772.36,USD,ONLINE,EXPRESS,FR,HOLIDAY10,2025-12-08 01:51:51.482761
ORD-000175,CUST-00097,2024-02-27 12:10:17,DELIVERED,1222.13,USD,DISTRIBUTOR,OVERNIGHT,CA,,2025-12-08 01:51:51.482761
ORD-000176,CUST-01764,2025-03-24 18:42:02,PROCESSING,789.68,USD,DISTRIBUTOR,STANDARD,UK,WELCOME5,2025-12-08 01:51:51.482761
ORD-000177,CUST-00225,2023-04-10 05:19:13,SHIPPED,495.79,EUR,ONLINE,OVERNIGHT,US,,2025-12-08 01:51:51.482762
ORD-000178,CUST-00314,2024-02-13 11:28:24,NEW,208.03,USD,DISTRIBUTOR,OVERNIGHT,DE,SPRING20,2025-12-08 01:51:51.482762
